URI_Length,GET_Length,POST_Length,URI_Entropy,GET_Entropy,POST_Entropy,Numeric_Text_Ratio,Special_Char_Count,label
19,9,0,3.3919,2.9477,0.0,0.0,4,0
5,0,40,2.3219,0.0,4.1751,0.0541,8,0
39,33,0,4.0259,3.8323,0.0,0.0,8,0
32,21,0,3.9886,3.4992,0.0,0.0,11,1
41,34,0,4.705,4.3594,0.0,0.0816,18,1
35,25,0,4.1719,3.9737,0.0,0.0833,12,0
47,37,0,4.2381,4.0573,0.0,0.0278,12,0
32,22,0,4.1556,3.8454,0.0,0.25,16,1
11,4,40,3.2776,2.0,4.0842,0.0909,11,0
32,30,0,3.9619,3.7996,0.0,0.6087,16,1
13,0,39,3.5466,0.0,3.9772,0.0,12,1
45,31,40,4.4025,4.1069,4.3531,0.0625,20,0
43,33,0,4.1359,4.0667,0.0,0.0,26,1
42,34,0,3.8721,3.6794,0.0,0.0,12,0
30,23,0,4.0817,3.7081,0.0,0.0,12,1
55,46,0,4.1651,4.0152,0.0,0.0,12,0
8,0,40,3.0,0.0,4.1439,0.05,8,0
26,16,0,4.1329,3.75,0.0,0.0,4,0
16,6,0,3.75,2.585,0.0,0.1111,4,0
9,0,0,2.9477,0.0,0.0,0.0,1,0
13,0,0,3.5466,0.0,0.0,0.0,2,0
24,17,0,4.1368,3.7345,0.0,0.1818,8,0
40,30,0,4.0653,3.7647,0.0,0.087,24,1
65,57,0,4.7933,4.679,0.0,0.0426,16,1
38,30,0,4.1883,3.7647,0.0,0.0909,24,1
9,0,0,2.9477,0.0,0.0,0.0,1,0
9,0,40,2.9477,0.0,4.0964,0.0488,8,0
33,23,0,4.0179,3.7081,0.0,0.0,13,1
32,24,0,3.7303,3.4387,0.0,0.0,24,1
23,13,0,3.7623,3.3927,0.0,0.0714,8,0
19,5,0,3.9321,2.3219,0.0,0.2105,5,0
55,45,40,4.2701,4.1191,4.2653,0.0168,19,0
9,0,40,3.1699,0.0,4.1037,0.0488,8,0
66,56,0,4.7977,4.6328,0.0,0.0213,16,1
46,32,0,4.3196,4.0153,0.0,0.0615,13,0
15,5,0,3.7736,2.3219,0.0,0.25,4,0
31,29,0,4.0826,3.9263,0.0,0.0,8,0
8,0,40,3.0,0.0,4.1439,0.05,8,0
13,0,40,3.5466,0.0,4.0062,0.0455,9,0
27,21,40,4.0323,3.6538,4.1939,0.058,19,0
44,34,0,4.5049,4.3594,0.0,0.0769,18,1
33,24,0,4.3171,3.9702,0.0,0.0,14,1
36,30,0,4.0305,3.7647,0.0,0.0952,24,1
26,24,0,4.056,3.8868,0.0,0.0,8,0
29,27,0,3.8799,3.7043,0.0,0.5789,18,1
39,30,0,4.1117,3.7647,0.0,0.0889,24,1
35,33,0,3.4454,3.384,0.0,0.0,34,1
57,47,0,4.0876,3.9072,0.0,0.0,12,0
6,0,48,2.585,0.0,4.2563,0.0233,11,1
5,0,40,2.3219,0.0,4.1464,0.0541,8,0
30,23,0,4.0817,3.6753,0.0,0.0488,12,0
38,24,0,4.5214,3.9702,0.0,0.0,15,1
41,31,0,4.3083,4.0266,0.0,0.0333,12,0
31,29,0,3.9292,3.7623,0.0,0.0,12,0
30,22,0,4.0566,3.6978,0.0,0.1333,18,1
28,17,0,3.9947,3.6169,0.0,0.0,9,0
38,31,0,4.1486,3.8245,0.0,0.0,14,1
33,23,0,4.4155,4.1757,0.0,0.05,16,1
55,45,0,4.1514,4.0031,0.0,0.0,12,0
31,21,0,3.9905,3.4992,0.0,0.0,10,1
40,29,0,4.8531,4.4182,0.0,0.1818,19,1
30,24,0,3.7777,3.4387,0.0,0.0,24,1
15,13,0,3.7736,3.5466,0.0,0.2,8,0
25,15,0,4.0039,3.3232,0.0,0.0625,8,0
45,35,40,4.3027,4.1643,4.1087,0.0594,19,0
27,17,40,3.764,2.911,3.9848,0.0294,16,0
7,0,40,2.8074,0.0,4.1939,0.0513,8,0
45,38,0,4.4068,4.0682,0.0,0.3881,16,1
43,33,0,4.2075,4.0518,0.0,0.0317,13,0
32,22,0,4.2264,3.6978,0.0,0.125,18,1
41,30,0,4.1804,3.7647,0.0,0.087,25,1
41,31,0,4.0609,3.8245,0.0,0.0,14,1
38,36,0,3.6251,3.4569,0.0,0.25,18,1
6,0,48,2.585,0.0,4.2563,0.0233,11,1
36,30,0,4.3401,4.1614,0.0,0.0435,16,1
38,27,40,4.2012,3.9303,4.2939,0.0471,20,0
46,35,0,4.5263,4.3357,0.0,0.0,13,1
37,27,0,4.0237,3.9582,0.0,0.0435,18,1
46,35,0,4.5263,4.3357,0.0,0.0,13,1
37,30,0,4.0468,3.7647,0.0,0.093,24,1
43,35,0,4.4434,4.3357,0.0,0.0,12,1
37,27,0,4.0981,3.7043,0.0,0.4889,19,1
34,24,0,4.147,3.9702,0.0,0.0,15,1
41,30,0,4.3571,4.1899,0.0,0.0714,13,0
10,0,0,2.9219,0.0,0.0,0.0,2,0
31,23,0,4.1155,3.9149,0.0,0.0,8,0
13,0,40,3.5466,0.0,4.2062,0.0455,9,0
67,57,0,4.8103,4.679,0.0,0.0421,17,1
10,0,40,2.9219,0.0,4.2939,0.0488,9,0
41,35,0,4.473,4.3357,0.0,0.0,12,1
13,6,0,3.5466,2.585,0.0,0.4,4,0
34,20,40,4.0797,3.5464,4.2128,0.0244,12,0
1,0,0,-0.0,0.0,0.0,0.0,1,0
6,0,0,2.585,0.0,0.0,0.0,1,0
6,0,40,2.585,0.0,4.1348,0.0526,8,0
39,29,0,4.0579,3.7454,0.0,0.0,13,0
16,10,0,3.625,3.1219,0.0,0.0,4,0
32,21,0,4.1761,3.8209,0.0,0.0,9,1
39,28,40,4.1285,3.8963,4.1348,0.022,16,0
12,6,0,3.4183,2.585,0.0,0.1429,4,0
36,22,0,4.3712,3.6978,0.0,0.1143,19,1
25,15,40,4.1639,3.7736,4.2964,0.0923,15,0
30,21,0,4.2151,3.7849,0.0,0.0,8,0
36,30,0,4.0305,3.7647,0.0,0.0952,24,1
22,8,0,3.914,2.75,0.0,0.0,5,0
19,12,0,4.0374,3.4183,0.0,0.2609,8,0
39,30,0,4.1117,3.7647,0.0,0.0889,24,1
28,21,0,3.9502,3.4992,0.0,0.0,10,1
29,19,40,3.8404,3.4714,4.0135,0.0274,15,0
40,30,0,4.0464,3.7647,0.0,0.087,24,1
30,24,0,3.7777,3.4387,0.0,0.0,24,1
9,0,48,2.9477,0.0,4.2563,0.0217,11,1
16,6,0,3.875,2.585,0.0,0.1111,4,0
11,9,0,3.0958,2.7255,0.0,0.0,4,0
17,15,0,3.8522,3.6402,0.0,0.0,8,0
29,20,0,4.3492,3.9219,0.0,0.1212,14,1
7,0,0,2.8074,0.0,0.0,0.0,1,0
36,29,0,4.8156,4.4871,0.0,0.1951,18,1
32,22,0,4.1167,3.8797,0.0,0.1429,12,0
42,35,0,4.4929,4.3357,0.0,0.0,12,1
31,20,0,4.5026,3.9219,0.0,0.1176,15,1
33,24,0,3.7755,3.4387,0.0,0.0,24,1
47,37,0,3.9954,3.9387,0.0,0.0556,12,0
40,30,0,4.4128,4.1614,0.0,0.0408,17,1
16,6,40,3.25,2.585,4.1251,0.08,12,0
1,0,0,-0.0,0.0,0.0,0.0,1,0
9,0,40,2.7255,0.0,4.1939,0.0488,8,0
37,30,0,4.1753,3.7647,0.0,0.093,24,1
41,27,40,4.2595,3.8842,4.1848,0.0217,16,0
30,24,0,3.7777,3.4387,0.0,0.0,24,1
40,30,0,4.3414,3.7996,0.0,0.5185,16,1
39,28,0,4.1504,3.8249,0.0,0.0,9,0
30,20,0,4.2817,3.9219,0.0,0.1176,14,1
19,10,0,3.6819,3.1219,0.0,0.0,4,0
16,9,0,3.75,2.9477,0.0,0.0,4,0
9,0,0,2.7255,0.0,0.0,0.0,1,0
10,0,0,2.9219,0.0,0.0,0.0,2,0
40,29,0,3.9776,3.6933,0.0,0.0714,13,0
35,29,40,3.9217,3.6244,4.0751,0.0225,15,0
13,0,0,3.5466,0.0,0.0,0.0,2,0
42,35,0,4.4516,4.3357,0.0,0.0,12,1
35,33,0,3.4454,3.384,0.0,0.0,34,1
25,15,0,4.0839,3.6402,0.0,0.0625,8,0
10,4,0,3.3219,2.0,0.0,0.2,4,0
36,25,0,4.1835,3.8635,0.0,0.0,9,0
12,4,40,3.585,2.0,4.1153,0.0889,11,0
17,6,40,3.6169,2.585,4.1251,0.0784,12,0
34,24,0,3.6206,3.3554,0.0,0.0435,12,0
31,21,0,4.3216,3.8209,0.0,0.0,8,1
30,23,0,4.0817,3.7081,0.0,0.0,12,1
33,23,0,3.87,3.6753,0.0,0.0455,12,0
34,24,0,3.7382,3.4387,0.0,0.0,24,1
10,0,40,2.9219,0.0,4.0653,0.0488,9,0
30,20,0,3.7647,3.4464,0.0,0.1081,13,0
10,0,0,2.9219,0.0,0.0,0.0,2,0
10,0,0,2.9219,0.0,0.0,0.0,2,0
37,31,0,4.1008,3.8245,0.0,0.0,14,1
5,0,0,2.3219,0.0,0.0,0.0,1,0
43,29,0,4.8971,4.4871,0.0,0.1702,19,1
16,9,0,3.4528,2.9477,0.0,0.0,4,0
45,34,0,4.7807,4.3594,0.0,0.0769,19,1
6,0,40,2.585,0.0,4.1562,0.0526,8,0
33,23,0,4.0179,3.7081,0.0,0.0,13,1
26,17,0,3.921,3.3372,0.0,0.0,8,0
30,22,40,4.4151,4.0615,4.1153,0.137,19,0
49,38,0,4.2978,4.096,0.0,0.0541,13,0
37,30,0,4.0468,3.7647,0.0,0.093,24,1
13,0,55,3.5466,0.0,4.4798,0.2281,11,1
13,0,0,3.5466,0.0,0.0,0.0,2,0
43,33,0,4.1359,4.0667,0.0,0.0,26,1
33,27,0,4.1849,3.7043,0.0,0.5238,18,1
41,33,0,4.1899,4.0667,0.0,0.0,26,1
35,27,0,4.1934,4.0323,0.0,0.1111,8,0
9,0,40,2.7255,0.0,4.2628,0.0488,8,0
15,5,0,3.7736,2.3219,0.0,0.0,4,0
24,14,0,3.9183,3.4677,0.0,0.0,4,0
50,41,0,4.3717,4.1411,0.0,0.1644,18,1
7,0,40,2.8074,0.0,4.1628,0.0513,8,0
33,22,0,4.4532,3.8454,0.0,0.25,17,1
33,23,40,4.0518,3.6212,4.2062,0.025,16,0
28,22,0,4.1375,3.6978,0.0,0.1429,18,1
6,0,40,2.585,0.0,4.3031,0.0526,8,0
15,5,0,3.5069,2.3219,0.0,0.0,4,0
30,20,0,4.3484,3.9219,0.0,0.1176,14,1
31,21,0,4.0392,3.8209,0.0,0.0,9,1
21,7,40,4.0114,2.8074,4.2964,0.0357,12,0
34,20,0,3.9254,3.4464,0.0,0.0,9,0
8,0,34,3.0,0.0,4.1163,0.0645,8,1
1,0,47,-0.0,0.0,4.3901,0.3684,10,1
7,0,40,2.8074,0.0,4.1087,0.0513,8,0
26,15,0,3.7193,3.3736,0.0,0.0,5,0
44,30,0,4.5555,4.1614,0.0,0.0377,17,1
65,57,0,4.7933,4.679,0.0,0.0426,16,1
10,0,40,2.9219,0.0,4.0776,0.0488,9,0
59,57,0,4.7678,4.679,0.0,0.0455,16,1
39,33,0,3.601,3.384,0.0,0.0,34,1
32,21,0,3.9886,3.4992,0.0,0.0,11,1
31,23,0,4.0424,3.7081,0.0,0.0,12,1
27,17,0,4.0882,3.7345,0.0,0.0,8,0
64,57,0,4.8473,4.679,0.0,0.043,16,1
18,10,40,3.5724,3.1219,4.1964,0.0351,11,0
27,20,0,4.3104,3.9219,0.0,0.129,14,1
40,33,0,3.5797,3.384,0.0,0.0,34,1
8,0,40,3.0,0.0,4.2342,0.05,8,0
39,33,0,3.601,3.384,0.0,0.0,34,1
27,20,0,4.3104,3.9219,0.0,0.129,14,1
35,24,0,4.376,3.9702,0.0,0.0,15,1
5,0,48,2.3219,0.0,4.2563,0.0238,11,1
39,29,40,4.0798,3.8404,4.1628,0.0227,20,0
36,30,0,4.2472,3.7996,0.0,0.56,16,1
26,24,0,4.1329,3.9702,0.0,0.0,14,1
27,20,0,4.3104,3.9219,0.0,0.129,14,1
10,0,0,2.9219,0.0,0.0,0.0,2,0
14,5,0,3.8074,2.3219,0.0,0.0,4,0
44,33,0,4.3088,4.0667,0.0,0.0,27,1
31,23,40,3.889,3.6212,4.3653,0.0253,15,0
31,20,0,4.236,3.7842,0.0,0.1579,13,0
8,0,40,3.0,0.0,4.1439,0.05,8,0
32,21,0,3.9886,3.4992,0.0,0.0,11,1
9,0,0,2.9477,0.0,0.0,0.0,1,0
39,30,0,4.1604,3.8314,0.0,0.0351,12,0
9,0,39,2.9477,0.0,3.9772,0.0,11,1
32,22,0,4.0306,3.8797,0.0,0.0455,8,0
34,24,0,3.7382,3.4387,0.0,0.0,24,1
28,20,0,4.2359,3.9219,0.0,0.125,14,1
33,23,0,3.8212,3.7081,0.0,0.0,12,1
8,0,55,3.0,0.0,4.4798,0.2453,10,1
34,27,0,4.1356,3.7043,0.0,0.5116,18,1
28,20,0,4.2359,3.9219,0.0,0.125,14,1
9,0,0,2.7255,0.0,0.0,0.0,1,0
9,0,0,2.9477,0.0,0.0,0.0,1,0
11,4,40,3.2776,2.0,4.0348,0.0909,11,0
22,16,0,3.9706,3.75,0.0,0.0,4,0
41,30,0,4.1923,3.8566,0.0,0.0357,13,0
32,21,0,4.2028,3.6538,0.0,0.1,13,0
20,18,0,3.4219,3.1699,0.0,0.0,8,0
19,8,0,3.4316,2.75,0.0,0.0,5,0
37,35,0,4.4588,4.3357,0.0,0.0,12,1
39,29,0,4.6119,4.4182,0.0,0.1818,18,1
11,5,0,3.4594,2.3219,0.0,0.0,4,0
28,22,0,4.2534,3.8454,0.0,0.2857,16,1
28,21,0,3.9502,3.4992,0.0,0.0,10,1
43,33,0,3.6774,3.384,0.0,0.0,34,1
13,0,0,3.5466,0.0,0.0,0.0,2,0
11,4,40,3.4594,2.0,4.1251,0.0909,11,0
28,14,40,4.1375,3.3788,4.1251,0.0606,16,0
9,0,48,3.1699,0.0,4.2563,0.0217,11,1
25,15,40,3.9737,3.5069,3.9276,0.0923,15,0
22,15,40,4.0049,3.5069,4.0964,0.0645,15,0
32,24,0,3.965,3.7202,0.0,0.0455,12,0
64,57,0,4.8473,4.679,0.0,0.043,16,1
31,21,0,4.1037,4.0114,0.0,0.0465,9,0
35,33,0,4.1503,4.0667,0.0,0.0,26,1
41,27,0,4.3083,3.9582,0.0,0.0408,19,1
34,24,0,3.8559,3.4387,0.0,0.0,24,1
32,24,0,4.2889,3.9702,0.0,0.0,14,1
28,22,0,4.182,3.9706,0.0,0.1579,12,0
9,0,0,2.7255,0.0,0.0,0.0,1,0
37,23,0,4.52,4.1757,0.0,0.0465,17,1
33,23,40,4.0815,3.7951,4.2439,0.0247,15,0
15,4,40,3.6402,2.0,4.2439,0.0851,12,0
31,21,0,4.1471,3.8802,0.0,0.2,12,0
48,38,0,3.895,3.5788,0.0,0.0,12,0
45,38,0,4.4068,4.0682,0.0,0.3881,16,1
13,0,40,3.5466,0.0,4.1939,0.0455,9,0
43,33,0,3.8521,3.384,0.0,0.0,34,1
41,31,0,3.9913,3.8245,0.0,0.0,14,1
67,57,0,4.8194,4.679,0.0,0.0417,16,1
37,30,0,4.0468,3.7647,0.0,0.093,24,1
48,41,0,4.3874,4.1411,0.0,0.169,18,1
48,41,0,4.3874,4.1411,0.0,0.169,18,1
41,27,0,4.3083,3.9582,0.0,0.0408,19,1
34,23,0,4.1134,3.7081,0.0,0.0,13,1
27,21,0,3.9862,3.8209,0.0,0.0,8,1
18,11,0,3.9477,3.2776,0.0,0.1905,8,0
22,20,0,3.7544,3.5464,0.0,0.0,4,0
37,27,0,4.0237,3.9582,0.0,0.0435,18,1
28,20,0,4.0391,3.6842,0.0,0.1667,12,0
45,35,0,4.4193,4.3357,0.0,0.0,12,1
15,9,0,3.5069,3.1699,0.0,0.0,4,0
43,33,0,4.3129,4.0667,0.0,0.0,26,1
9,0,0,2.4194,0.0,0.0,0.0,2,0
23,12,0,4.0888,3.4183,0.0,0.2308,9,0
47,33,0,3.8942,3.384,0.0,0.0,35,1
6,0,40,2.585,0.0,4.066,0.0526,8,0
48,34,0,4.7721,4.3594,0.0,0.0727,19,1
35,24,40,4.1147,3.6887,4.2251,0.0506,20,0
44,30,0,4.311,3.7647,0.0,0.0816,25,1
13,0,0,3.5466,0.0,0.0,0.0,2,0
7,0,34,2.8074,0.0,4.1163,0.0667,8,1
42,31,40,4.2369,4.0668,4.1439,0.043,20,0
12,10,0,3.4183,3.1219,0.0,0.0,4,0
33,23,0,4.2455,4.1757,0.0,0.0513,17,1
22,20,0,4.1524,3.9842,0.0,0.1176,8,0
37,27,40,4.2701,4.0323,4.1439,0.0941,19,0
40,30,0,4.4128,4.1614,0.0,0.0408,17,1
39,25,0,4.0259,3.5133,0.0,0.0,9,0
28,22,0,4.1375,3.6978,0.0,0.1429,18,1
26,20,0,4.2389,3.9219,0.0,0.1333,14,1
37,30,0,4.0468,3.7647,0.0,0.093,24,1
48,38,0,4.2487,3.9977,0.0,0.027,12,0
37,28,0,4.3888,4.1375,0.0,0.0377,12,0
48,34,0,4.7721,4.3594,0.0,0.0727,19,1
20,9,0,3.8842,3.1699,0.0,0.0,5,0
14,4,40,3.6645,2.0,4.1939,0.0851,11,0
48,37,40,4.0226,3.7534,4.1251,0.019,20,0
46,36,0,3.8729,3.4569,0.0,0.2188,18,1
38,27,0,4.2211,3.9582,0.0,0.0435,19,1
30,20,0,3.9899,3.7842,0.0,0.1622,13,0
35,27,0,4.0931,3.9582,0.0,0.0455,18,1
47,36,0,3.9816,3.4569,0.0,0.2188,19,1
37,27,0,4.1753,3.9582,0.0,0.0435,18,1
44,30,0,4.311,3.7647,0.0,0.0816,25,1
39,29,0,4.7339,4.4871,0.0,0.186,19,1
32,30,0,3.9292,3.7647,0.0,0.1053,24,1
5,0,0,2.3219,0.0,0.0,0.0,1,0
9,0,0,2.9477,0.0,0.0,0.0,1,0
39,33,0,4.3555,4.0667,0.0,0.0,26,1
12,5,0,3.4183,2.3219,0.0,0.3077,4,0
49,38,0,4.5366,4.0682,0.0,0.3714,17,1
34,24,0,3.7382,3.4387,0.0,0.0,24,1
42,33,0,4.2728,4.0667,0.0,0.0,26,1
29,21,40,3.9094,3.5585,3.9873,0.0845,19,0
19,9,0,3.3919,2.9477,0.0,0.0,4,0
38,24,0,4.5214,3.9702,0.0,0.0,15,1
31,21,0,3.9905,3.4992,0.0,0.0,10,1
33,24,0,3.7755,3.4387,0.0,0.0,24,1
37,30,0,4.2035,3.7996,0.0,0.549,16,1
38,24,0,4.2936,3.8554,0.0,0.0816,13,0
35,25,0,3.9789,3.6733,0.0,0.0,12,0
34,27,40,4.1385,3.8842,4.2964,0.0233,15,0
33,23,0,3.8212,3.7081,0.0,0.0,12,1
39,30,0,4.1117,3.7647,0.0,0.0889,24,1
39,29,0,3.904,3.7194,0.0,0.0364,13,0
10,0,0,2.9219,0.0,0.0,0.0,2,0
59,45,0,4.2785,3.9332,0.0,0.0,13,0
31,23,0,3.9536,3.7951,0.0,0.0,8,0
33,26,0,4.173,3.9791,0.0,0.0,8,0
29,23,0,4.3492,4.1757,0.0,0.0556,16,1
32,24,0,4.2889,3.9702,0.0,0.0,14,1
34,24,0,3.8559,3.4387,0.0,0.0,24,1
29,21,0,4.1423,3.8209,0.0,0.0,8,1
34,20,0,4.4548,3.9219,0.0,0.1081,15,1
48,38,0,4.427,4.0682,0.0,0.3714,16,1
6,0,0,2.585,0.0,0.0,0.0,1,0
34,24,0,4.4297,3.9702,0.0,0.0,14,1
23,21,0,3.7951,3.5945,0.0,0.0909,18,1
37,27,0,4.1212,3.838,0.0,0.0357,8,0
29,22,0,4.1163,3.6978,0.0,0.1379,18,1
16,10,0,3.5,2.5219,0.0,0.3333,8,0
40,30,0,4.4464,4.1614,0.0,0.04,16,1
41,27,0,4.3083,3.9582,0.0,0.0408,19,1
16,6,40,3.75,2.585,4.1939,0.0784,11,0
23,9,40,3.882,2.9477,4.2128,0.0333,12,0
39,30,0,4.3681,4.1614,0.0,0.0408,16,1
45,35,0,4.4193,4.3357,0.0,0.0,12,1
13,0,48,3.5466,0.0,4.2563,0.0204,12,1
31,24,0,4.2084,3.9702,0.0,0.0,14,1
26,15,0,3.7193,3.3736,0.0,0.0,5,0
34,27,0,4.2417,3.9582,0.0,0.0465,18,1
28,22,0,4.0391,3.7544,0.0,0.1579,12,0
11,5,40,3.4594,2.3219,4.0939,0.1333,11,0
27,17,0,3.764,3.3372,0.0,0.0,8,0
9,0,0,3.1699,0.0,0.0,0.0,1,0
5,0,0,2.3219,0.0,0.0,0.0,1,0
28,21,0,4.0661,3.7849,0.0,0.0,8,0
31,21,0,4.0392,3.8209,0.0,0.0,8,1
34,23,0,3.9987,3.4144,0.0,0.0909,13,0
30,20,0,3.7078,3.5464,0.0,0.0,8,0
25,15,40,4.1639,3.7736,4.0964,0.0923,15,0
45,34,0,4.7807,4.3594,0.0,0.0769,19,1
37,30,0,4.1753,3.7647,0.0,0.093,24,1
34,23,0,4.2784,4.1757,0.0,0.05,17,1
40,34,0,4.6342,4.3594,0.0,0.0833,18,1
1,0,0,-0.0,0.0,0.0,0.0,1,0
40,30,40,4.1776,3.8729,4.1848,0.022,19,0
39,33,0,3.601,3.384,0.0,0.0,34,1
20,9,0,3.6464,2.9477,0.0,0.0,5,0
9,0,39,2.4194,0.0,3.9772,0.0,12,1
40,30,0,4.2342,3.7647,0.0,0.087,24,1
52,42,0,4.2287,3.9964,0.0,0.0,12,0
24,14,0,3.8868,3.4677,0.0,0.0,5,0
67,57,0,4.7685,4.679,0.0,0.0417,16,1
9,0,40,2.7255,0.0,4.2342,0.0488,8,0
31,21,0,4.0392,3.8209,0.0,0.0,8,1
31,21,0,4.0392,3.8209,0.0,0.0,8,1
33,26,0,4.0896,3.6714,0.0,0.0,12,0
41,30,0,4.1804,3.7647,0.0,0.087,25,1
9,0,0,3.1699,0.0,0.0,0.0,1,0
22,8,0,3.914,2.75,0.0,0.0,5,0
25,16,0,3.9737,3.5,0.0,0.0606,8,0
33,23,0,4.1879,3.969,0.0,0.0417,8,0
16,8,0,3.875,3.0,0.0,0.0,4,0
14,6,0,3.5216,2.585,0.0,0.125,4,0
25,23,0,3.8137,3.7081,0.0,0.0,12,1
32,23,0,4.3903,4.1757,0.0,0.0513,16,1
24,14,0,4.0016,3.3788,0.0,0.0667,8,0
28,14,0,4.1645,3.4677,0.0,0.0,5,0
39,30,0,4.1117,3.7647,0.0,0.0889,24,1
51,37,0,4.3583,4.0573,0.0,0.0267,13,0
9,0,39,2.4194,0.0,3.9772,0.0,12,1
32,18,40,4.1792,3.3502,4.066,0.1714,20,0
37,30,0,4.1885,3.8981,0.0,0.0364,12,0
9,0,0,2.9477,0.0,0.0,0.0,1,0
36,29,0,4.7601,4.4182,0.0,0.1951,18,1
29,15,0,4.1683,3.3232,0.0,0.0571,9,0
5,0,40,2.3219,0.0,4.2537,0.0541,8,0
30,21,0,4.1232,3.8209,0.0,0.0,8,1
32,18,0,4.0542,3.3502,0.0,0.0,9,0
32,25,0,4.1014,3.8635,0.0,0.0,8,0
10,0,34,2.9219,0.0,4.1163,0.0625,9,1
37,35,0,4.4588,4.3357,0.0,0.0,12,1
48,41,40,4.1386,3.93,4.0276,0.0182,19,0
44,34,0,4.0538,3.8666,0.0,0.0,12,0
43,33,0,4.2664,4.0667,0.0,0.0,26,1
31,24,0,3.8213,3.4387,0.0,0.0,24,1
20,6,0,4.0219,2.585,0.0,0.0952,5,0
5,0,0,2.3219,0.0,0.0,0.0,1,0
5,0,0,2.3219,0.0,0.0,0.0,1,0
6,0,34,2.585,0.0,4.1163,0.069,8,1
42,36,0,3.8312,3.4569,0.0,0.2333,18,1
34,24,0,3.8337,3.4387,0.0,0.0,24,1
27,16,0,3.8842,3.5,0.0,0.0588,9,0
1,0,48,-0.0,0.0,4.2563,0.0263,11,1
63,57,0,4.8125,4.679,0.0,0.0435,16,1
8,0,40,3.0,0.0,4.2439,0.05,8,0
13,0,40,3.5466,0.0,4.1939,0.0455,9,0
9,0,40,2.7255,0.0,4.2531,0.0488,8,0
13,6,40,3.5466,2.585,4.1062,0.1667,11,0
51,41,0,4.3004,4.1411,0.0,0.1644,19,1
13,0,0,3.5466,0.0,0.0,0.0,2,0
6,0,0,2.585,0.0,0.0,0.0,1,0
37,29,0,4.7566,4.4871,0.0,0.1905,18,1
32,22,0,3.9886,3.6978,0.0,0.129,19,1
20,12,0,3.7219,3.2516,0.0,0.0833,8,0
38,29,0,4.7017,4.3492,0.0,0.186,18,1
51,41,0,4.3004,4.1411,0.0,0.1644,19,1
29,22,0,4.0044,3.4817,0.0,0.0513,12,0
34,24,0,3.8337,3.4387,0.0,0.0,24,1
30,22,0,4.1899,3.8797,0.0,0.2,12,0
31,21,0,4.1439,3.4992,0.0,0.0,10,1
37,30,0,4.0468,3.7647,0.0,0.093,24,1
44,33,0,3.703,3.384,0.0,0.0,35,1
41,31,0,3.9913,3.8245,0.0,0.0,14,1
17,7,0,3.5725,2.8074,0.0,0.0,5,0
16,14,0,3.625,3.3788,0.0,0.0909,8,0
18,16,0,3.9477,3.75,0.0,0.0,4,0
32,21,0,4.1761,3.8209,0.0,0.0,9,1
49,38,0,4.5366,4.0682,0.0,0.3714,17,1
32,30,0,3.9292,3.7647,0.0,0.1053,24,1
13,11,0,3.2389,2.914,0.0,0.5,8,0
34,24,0,4.0431,3.6887,0.0,0.0,8,0
6,0,0,2.585,0.0,0.0,0.0,1,0
19,9,0,3.3661,2.9477,0.0,0.0,5,0
27,16,40,3.9862,3.3278,4.3128,0.0597,16,0
43,36,0,3.8991,3.4569,0.0,0.2295,18,1
42,33,0,3.6558,3.384,0.0,0.0,34,1
33,23,0,4.3549,4.1757,0.0,0.05,16,1
40,33,0,4.3464,4.0667,0.0,0.0,26,1
43,37,0,4.0804,3.8846,0.0,0.0,12,0
38,31,0,4.0724,3.8245,0.0,0.0,14,1
34,24,0,4.4297,3.9702,0.0,0.0,14,1
32,22,0,4.3278,3.8454,0.0,0.25,16,1
51,41,0,4.3492,4.1411,0.0,0.1622,18,1
32,21,0,4.1761,3.8209,0.0,0.0,9,1
17,7,40,3.8522,2.8074,3.974,0.0377,11,0
27,20,0,4.3104,3.9219,0.0,0.129,14,1
8,0,40,3.0,0.0,4.1251,0.05,8,0
8,0,0,3.0,0.0,0.0,0.0,1,0
47,33,0,4.4105,4.0667,0.0,0.0,27,1
38,30,0,4.3264,4.1614,0.0,0.0417,16,1
36,27,0,4.1626,3.9582,0.0,0.0444,18,1
34,23,0,4.1385,3.7951,0.0,0.1818,13,0
9,0,0,2.9477,0.0,0.0,0.0,1,0
40,32,40,4.0653,3.9445,4.3842,0.043,19,0
43,33,0,3.6774,3.384,0.0,0.0,34,1
32,30,0,4.3011,4.1614,0.0,0.0476,16,1
31,24,0,3.8213,3.4387,0.0,0.0,24,1
40,30,0,4.0653,3.7647,0.0,0.087,24,1
46,39,40,4.3217,4.2117,4.3531,0.0192,19,0
1,0,40,-0.0,0.0,4.2251,0.0606,8,0
43,33,0,3.6774,3.384,0.0,0.0,34,1
7,0,48,2.8074,0.0,4.2563,0.0227,11,1
32,23,40,4.3278,4.056,4.1537,0.0526,19,0
23,16,0,4.0231,3.75,0.0,0.0,4,0
9,0,0,2.4194,0.0,0.0,0.0,2,0
67,57,0,4.8194,4.679,0.0,0.0417,16,1
32,22,0,4.2417,3.8454,0.0,0.2581,17,1
48,41,0,4.395,4.1411,0.0,0.169,18,1
6,0,39,2.585,0.0,3.9772,0.0,11,1
27,20,0,3.9862,3.5842,0.0,0.0,8,0
9,0,0,2.9477,0.0,0.0,0.0,1,0
34,24,0,3.9147,3.6368,0.0,0.0,8,0
